,s.game,,,,,,,,playing,Views,followers,,,,,,,,
31242122416,Call of Duty: Black Ops III,0,720,29.985008,0,2018-11-14T22:18:09Z,Josh_o_c99,josh_o_c99,Call of Dutyå¨: Black Ops 4,0,0,Zombies- 'IX' Going for Round 50,en,,,2014-07-28T20:06:56Z,2018-11-14T22:19:28Z,FALSE,FALSE
31242122336,Legend of Grimrock 2,0,720,60,0,2018-11-14T22:18:09Z,dpeci,dpeci,Rocket League,66,3,aye,en,,,2016-01-18T01:34:41Z,2018-11-14T22:19:47Z,FALSE,FALSE
31242122336,Legend of Grimrock 2,0,720,60,0,2018-11-14T22:18:09Z,dpeci,dpeci,Rocket League,66,3,aye,en,,,2016-01-18T01:34:41Z,2018-11-14T22:19:47Z,FALSE,FALSE
31242122336,Legend of Grimrock 2,0,720,60,0,2018-11-14T22:18:09Z,dpeci,dpeci,Rocket League,66,3,aye,en,,,2016-01-18T01:34:41Z,2018-11-14T22:19:47Z,FALSE,FALSE
31242122944,,0,960,0,0,2018-11-14T22:18:13Z,diosjervon808,diosjervon808,IRL,0,0,Watch me play PUBG,en,en,,2018-09-06T23:59:28Z,2018-11-04T19:59:49Z,FALSE,FALSE
31242122944,,0,960,0,0,2018-11-14T22:18:13Z,diosjervon808,diosjervon808,IRL,0,0,Watch me play PUBG,en,en,,2018-09-06T23:59:28Z,2018-11-04T19:59:49Z,FALSE,FALSE
31242122944,,0,960,0,0,2018-11-14T22:18:13Z,diosjervon808,diosjervon808,IRL,0,0,Watch me play PUBG,en,en,,2018-09-06T23:59:28Z,2018-11-04T19:59:49Z,FALSE,FALSE
31242122464,Red Dead Redemption 2,0,720,59.94006,0,2018-11-14T22:18:10Z,flaexman,flaexman,,6,1,,en,,,2018-11-14T17:39:39Z,2018-11-14T22:18:18Z,FALSE,FALSE
31242122464,Red Dead Redemption 2,0,720,59.94006,0,2018-11-14T22:18:10Z,flaexman,flaexman,,6,1,,en,,,2018-11-14T17:39:39Z,2018-11-14T22:18:18Z,FALSE,FALSE
31242122464,Red Dead Redemption 2,0,720,59.94006,0,2018-11-14T22:18:10Z,flaexman,flaexman,,6,1,,en,,,2018-11-14T17:39:39Z,2018-11-14T22:18:18Z,FALSE,FALSE
31242122416,Call of Duty: Black Ops III,0,720,29.985008,0,2018-11-14T22:18:09Z,Josh_o_c99,josh_o_c99,Call of Dutyå¨: Black Ops 4,0,0,Zombies- 'IX' Going for Round 50,en,en-gb,,2014-07-28T20:06:56Z,2018-11-14T22:19:28Z,FALSE,FALSE
31242122416,Call of Duty: Black Ops III,0,720,29.985008,0,2018-11-14T22:18:09Z,Josh_o_c99,josh_o_c99,Call of Dutyå¨: Black Ops 4,0,0,Zombies- 'IX' Going for Round 50,en,en-gb,,2014-07-28T20:06:56Z,2018-11-14T22:19:28Z,FALSE,FALSE
31242122416,Call of Duty: Black Ops III,0,720,29.985008,0,2018-11-14T22:18:09Z,Josh_o_c99,josh_o_c99,Call of Dutyå¨: Black Ops 4,0,0,Zombies- 'IX' Going for Round 50,en,en-gb,,2014-07-28T20:06:56Z,2018-11-14T22:19:28Z,FALSE,FALSE
31242122336,Legend of Grimrock 2,0,720,60,0,2018-11-14T22:18:09Z,dpeci,dpeci,Rocket League,66,3,aye,en,,,2016-01-18T01:34:41Z,2018-11-14T22:19:47Z,FALSE,FALSE
31242122336,Legend of Grimrock 2,0,720,60,0,2018-11-14T22:18:09Z,dpeci,dpeci,Rocket League,66,3,aye,en,,,2016-01-18T01:34:41Z,2018-11-14T22:19:47Z,FALSE,FALSE
31242122336,Legend of Grimrock 2,0,720,60,0,2018-11-14T22:18:09Z,dpeci,dpeci,Rocket League,66,3,aye,en,,,2016-01-18T01:34:41Z,2018-11-14T22:19:47Z,FALSE,FALSE
31242121936,Desktop,0,720,60,0,2018-11-14T22:18:06Z,J7Kishu,j7kishu,,1,0,,en,,,2018-11-01T17:59:12Z,2018-11-14T22:18:15Z,FALSE,FALSE
31242121936,Desktop,0,720,60,0,2018-11-14T22:18:06Z,J7Kishu,j7kishu,,1,0,,en,,,2018-11-01T17:59:12Z,2018-11-14T22:18:15Z,FALSE,FALSE
31242123328,The Jackbox Party Pack 4,0,720,29.955067,0,2018-11-14T22:18:14Z,Icuppn3412,icuppn3412,DOOM,1663,41,Knee deep in the dead,en,,,2013-02-12T20:53:07Z,2018-11-14T22:19:17Z,FALSE,FALSE
31242123328,The Jackbox Party Pack 4,0,720,29.955067,0,2018-11-14T22:18:14Z,Icuppn3412,icuppn3412,DOOM,1663,41,Knee deep in the dead,en,,,2013-02-12T20:53:07Z,2018-11-14T22:19:17Z,FALSE,FALSE
31242122944,,0,960,0,0,2018-11-14T22:18:13Z,diosjervon808,diosjervon808,IRL,0,0,Watch me play PUBG,en,en,,2018-09-06T23:59:28Z,2018-11-04T19:59:49Z,FALSE,FALSE
31242122944,,0,960,0,0,2018-11-14T22:18:13Z,diosjervon808,diosjervon808,IRL,0,0,Watch me play PUBG,en,en,,2018-09-06T23:59:28Z,2018-11-04T19:59:49Z,FALSE,FALSE
31242122944,,0,960,0,0,2018-11-14T22:18:13Z,diosjervon808,diosjervon808,IRL,0,0,Watch me play PUBG,en,en,,2018-09-06T23:59:28Z,2018-11-04T19:59:49Z,FALSE,FALSE
31242122464,Red Dead Redemption 2,0,720,59.94006,0,2018-11-14T22:18:10Z,flaexman,flaexman,,6,1,,en,,,2018-11-14T17:39:39Z,2018-11-14T22:18:18Z,FALSE,FALSE
31242122464,Red Dead Redemption 2,0,720,59.94006,0,2018-11-14T22:18:10Z,flaexman,flaexman,,6,1,,en,,,2018-11-14T17:39:39Z,2018-11-14T22:18:18Z,FALSE,FALSE
31242122464,Red Dead Redemption 2,0,720,59.94006,0,2018-11-14T22:18:10Z,flaexman,flaexman,,6,1,,en,,,2018-11-14T17:39:39Z,2018-11-14T22:18:18Z,FALSE,FALSE
31242122416,Call of Duty: Black Ops III,0,720,29.985008,0,2018-11-14T22:18:09Z,Josh_o_c99,josh_o_c99,Call of Dutyå¨: Black Ops 4,0,0,Zombies- 'IX' Going for Round 50,en,en-gb,,2014-07-28T20:06:56Z,2018-11-14T22:19:28Z,FALSE,FALSE
31242122416,Call of Duty: Black Ops III,0,720,29.985008,0,2018-11-14T22:18:09Z,Josh_o_c99,josh_o_c99,Call of Dutyå¨: Black Ops 4,0,0,Zombies- 'IX' Going for Round 50,en,en-gb,,2014-07-28T20:06:56Z,2018-11-14T22:19:28Z,FALSE,FALSE
31242122416,Call of Duty: Black Ops III,0,720,29.985008,0,2018-11-14T22:18:09Z,Josh_o_c99,josh_o_c99,Call of Dutyå¨: Black Ops 4,0,0,Zombies- 'IX' Going for Round 50,en,en-gb,,2014-07-28T20:06:56Z,2018-11-14T22:19:28Z,FALSE,FALSE
31242122336,Legend of Grimrock 2,0,720,60,0,2018-11-14T22:18:09Z,dpeci,dpeci,Rocket League,66,3,aye,en,,,2016-01-18T01:34:41Z,2018-11-14T22:19:47Z,FALSE,FALSE
31242122336,Legend of Grimrock 2,0,720,60,0,2018-11-14T22:18:09Z,dpeci,dpeci,Rocket League,66,3,aye,en,,,2016-01-18T01:34:41Z,2018-11-14T22:19:47Z,FALSE,FALSE
31242122336,Legend of Grimrock 2,0,720,60,0,2018-11-14T22:18:09Z,dpeci,dpeci,Rocket League,66,3,aye,en,,,2016-01-18T01:34:41Z,2018-11-14T22:19:47Z,FALSE,FALSE
31242121936,Desktop,0,720,60,0,2018-11-14T22:18:06Z,J7Kishu,j7kishu,,1,0,,en,,,2018-11-01T17:59:12Z,2018-11-14T22:18:15Z,FALSE,FALSE
31242121936,Desktop,0,720,60,0,2018-11-14T22:18:06Z,J7Kishu,j7kishu,,1,0,,en,,,2018-11-01T17:59:12Z,2018-11-14T22:18:15Z,FALSE,FALSE
31242114864,Art,0,1080,60,0,2018-11-14T22:17:28Z,AmbassadorXB,ambassadorxb,The Jackbox Party Pack 5,24029,370,(Xbox One/EN) A fallen streamer making a comeback with Jackbox 5. (13+ Stream),en,,,2016-06-29T21:56:35Z,2018-11-14T22:18:22Z,TRUE,FALSE
31242114096,FIFA 19,0,720,59.970016,0,2018-11-14T22:17:24Z,Official_Cengiz1709,official_cengiz1709,Call of Dutyå¨: Black Ops III,26,3,FIFA 19 :SCHÌÐNER ABEND STREAM SQUAD BATTELS GRINDEN + TRADING_Ù÷±_Ù÷_ÙÓ´,de,de,,2018-11-08T13:19:40Z,2018-11-14T22:18:32Z,FALSE,FALSE
31242113552,Fortnite,0,540,29.985008,0,2018-11-14T22:17:21Z,123guilherme123guilherme,123guilherme123guilherme,,0,0,,en,pt-br,,2018-11-14T21:51:17Z,2018-11-14T22:17:30Z,FALSE,FALSE
31242113552,Fortnite,0,540,29.97003,0,2018-11-14T22:17:21Z,123guilherme123guilherme,123guilherme123guilherme,,0,0,,en,pt-br,,2018-11-14T21:51:17Z,2018-11-14T22:17:30Z,FALSE,FALSE
31242113136,Red Dead Redemption 2,0,1080,29.985008,0,2018-11-14T22:17:19Z,Tr3y_420,tr3y_420,Call of Dutyå¨: Advanced Warfare,0,0,its that southernplayeristiccaddilafunkmuzic,en,,,2014-05-17T04:56:17Z,2018-11-14T22:17:30Z,FALSE,FALSE
31242113136,Red Dead Redemption 2,0,1080,29.955067,0,2018-11-14T22:17:19Z,Tr3y_420,tr3y_420,Call of Dutyå¨: Advanced Warfare,0,0,its that southernplayeristiccaddilafunkmuzic,en,,,2014-05-17T04:56:17Z,2018-11-14T22:17:30Z,FALSE,FALSE
31242114096,FIFA 19,0,720,59.970016,0,2018-11-14T22:17:24Z,Official_Cengiz1709,official_cengiz1709,Call of Dutyå¨: Black Ops III,26,3,FIFA 19 :SCHÌÐNER ABEND STREAM SQUAD BATTELS GRINDEN + TRADING_Ù÷±_Ù÷_ÙÓ´,de,de,,2018-11-08T13:19:40Z,2018-11-14T22:18:32Z,FALSE,FALSE
31242113552,Fortnite,0,540,29.985008,0,2018-11-14T22:17:21Z,123guilherme123guilherme,123guilherme123guilherme,,0,0,,en,pt-br,,2018-11-14T21:51:17Z,2018-11-14T22:17:30Z,FALSE,FALSE
31242113552,Fortnite,0,540,29.97003,0,2018-11-14T22:17:21Z,123guilherme123guilherme,123guilherme123guilherme,,0,0,,en,pt-br,,2018-11-14T21:51:17Z,2018-11-14T22:17:30Z,FALSE,FALSE
31242113136,Red Dead Redemption 2,0,1080,29.985008,0,2018-11-14T22:17:19Z,Tr3y_420,tr3y_420,Call of Dutyå¨: Advanced Warfare,0,0,its that southernplayeristiccaddilafunkmuzic,en,en,,2014-05-17T04:56:17Z,2018-11-14T22:17:30Z,FALSE,FALSE
31242113136,Red Dead Redemption 2,0,1080,29.955067,0,2018-11-14T22:17:19Z,Tr3y_420,tr3y_420,Call of Dutyå¨: Advanced Warfare,0,0,its that southernplayeristiccaddilafunkmuzic,en,en,,2014-05-17T04:56:17Z,2018-11-14T22:17:30Z,FALSE,FALSE
31242112912,Red Dead Redemption 2,0,540,29.985008,0,2018-11-14T22:17:18Z,darrreck,darrreck,,2,0,Just for Jurnee,en,en,,2016-11-16T01:23:54Z,2018-11-14T22:19:32Z,FALSE,FALSE
31242112464,Fortnite,0,540,29.97003,0,2018-11-14T22:17:15Z,sketchawoo,sketchawoo,,0,0,,en,en,,2018-06-16T02:17:59Z,2018-11-14T22:17:26Z,FALSE,FALSE
31242112464,Fortnite,0,540,29.97003,0,2018-11-14T22:17:15Z,sketchawoo,sketchawoo,,0,0,,en,en,,2018-06-16T02:17:59Z,2018-11-14T22:17:26Z,FALSE,FALSE
31242112464,Fortnite,0,540,29.97003,0,2018-11-14T22:17:15Z,sketchawoo,sketchawoo,,0,0,,en,en,,2018-06-16T02:17:59Z,2018-11-14T22:17:26Z,FALSE,FALSE
31242112464,Fortnite,0,540,29.97003,0,2018-11-14T22:17:15Z,sketchawoo,sketchawoo,,0,0,,en,en,,2018-06-16T02:17:59Z,2018-11-14T22:17:26Z,FALSE,FALSE
31242104560,,0,720,60,0,2018-11-14T22:16:34Z,kingsheepie31,kingsheepie31,IRL,3,2,Fortnite,en,en,,2018-08-03T02:33:48Z,2018-11-14T22:16:45Z,FALSE,FALSE
31242103840,Fortnite,0,1080,60,0,2018-11-14T22:16:31Z,ReyraTV,reyratv,Rocket League,535,34,[FR/PS4]#RocketGrind,fr,fr,,2017-10-24T21:41:43Z,2018-11-14T22:19:17Z,TRUE,FALSE
31242087616,Just Chatting,0,720,60,0,2018-11-14T22:15:00Z,jonnytalkz,jonnytalkz,Fallout 76,170,7,Reclaimation Day!,en,en,,2018-01-11T20:14:25Z,2018-11-14T22:19:15Z,FALSE,FALSE
31242087616,Just Chatting,0,720,60,0,2018-11-14T22:15:00Z,jonnytalkz,jonnytalkz,Fallout 76,170,7,Reclaimation Day!,en,en,,2018-01-11T20:14:25Z,2018-11-14T22:19:15Z,FALSE,FALSE
31242087616,Just Chatting,0,720,60,0,2018-11-14T22:15:00Z,jonnytalkz,jonnytalkz,Fallout 76,170,7,Reclaimation Day!,en,en,,2018-01-11T20:14:25Z,2018-11-14T22:19:15Z,FALSE,FALSE
31242087616,Just Chatting,0,720,60,0,2018-11-14T22:15:00Z,jonnytalkz,jonnytalkz,Fallout 76,170,7,Reclaimation Day!,en,en,,2018-01-11T20:14:25Z,2018-11-14T22:19:15Z,FALSE,FALSE
31242071392,,0,540,29.975021,0,2018-11-14T22:13:29Z,FNTSYsportsnetwork,fntsysportsnetwork,IRL,7247,197,"DFS Dish: Week 10 Recaps, Week 11 Projections, Stacks, and Fades | DailyRoto Ep 12",en,en,,2018-01-08T16:43:53Z,2018-11-14T21:41:49Z,FALSE,FALSE
31242059808,Fortnite,0,720,29.985008,0,2018-11-14T22:12:27Z,waggishpuma3238,waggishpuma3238,,0,0,,en,en,,2018-11-14T22:08:59Z,2018-11-14T22:12:37Z,FALSE,FALSE
31242041056,,0,1080,60,0,2018-11-14T22:10:42Z,DylanMeeble,dylanmeeble,Creative,4348,94,Unreal Engine - We doing things #gamedev,en,en,,2011-02-06T19:57:20Z,2018-11-14T22:05:37Z,FALSE,FALSE
31242041056,,0,1080,60,0,2018-11-14T22:10:42Z,DylanMeeble,dylanmeeble,Creative,4348,94,Unreal Engine - We doing things #gamedev,en,en,,2011-02-06T19:57:20Z,2018-11-14T22:05:37Z,FALSE,FALSE
31242041056,,0,1080,60,0,2018-11-14T22:10:42Z,DylanMeeble,dylanmeeble,Creative,4348,94,Unreal Engine - We doing things #gamedev,en,en,,2011-02-06T19:57:20Z,2018-11-14T22:05:37Z,FALSE,FALSE
31242041056,,0,1080,60,0,2018-11-14T22:10:42Z,DylanMeeble,dylanmeeble,Creative,4348,94,Unreal Engine - We doing things #gamedev,en,en,,2011-02-06T19:57:20Z,2018-11-14T22:05:37Z,FALSE,FALSE
31242032768,,0,1080,60,0,2018-11-14T22:09:58Z,madspooky,madspooky,Creative,1864,77,working on video for frands,en,en,,2016-03-23T05:17:33Z,2018-11-14T22:09:56Z,FALSE,FALSE
31241984336,,0,616,60,0,2018-11-14T22:05:38Z,risefallen123,risefallen123,IRL,184,0,"Over 100,000 ppl have gotten eternal life lets reach 1 million! Thanks to my mother a doctor.",en,en,,2017-05-28T23:01:00Z,2018-11-14T21:05:06Z,FALSE,FALSE
31241911424,,0,1080,60,0,2018-11-14T21:59:26Z,CromAr84,cromar84,IRL,345,4,Ein Noob auf Abwegen - CromAr84,de,de,,2011-08-21T21:06:54Z,2018-11-14T21:59:23Z,FALSE,FALSE
31241910960,,0,720,30,0,2018-11-14T21:59:23Z,StevotheHuman,stevothehuman,Creative,1951,117,NaNoWriMo Day 13: There Is No Time. Your Sword Is Enough.,en,en,,2013-03-01T06:37:02Z,2018-11-13T21:57:54Z,TRUE,FALSE
31241887840,,0,720,19.86755,0,2018-11-14T21:57:21Z,kingkongalienjupiter,kingkongalienjupiter,IRL,565,7,Clash of war,en,en,,2017-06-17T08:21:34Z,2018-11-14T21:57:18Z,FALSE,FALSE
31241887840,,0,720,19.86755,0,2018-11-14T21:57:21Z,kingkongalienjupiter,kingkongalienjupiter,IRL,565,7,Clash of war,en,en,,2017-06-17T08:21:34Z,2018-11-14T21:57:18Z,FALSE,FALSE
31241887840,,0,720,19.86755,0,2018-11-14T21:57:21Z,kingkongalienjupiter,kingkongalienjupiter,IRL,565,7,Clash of war,en,en,,2017-06-17T08:21:34Z,2018-11-14T21:57:18Z,FALSE,FALSE
31241887840,,0,720,19.86755,0,2018-11-14T21:57:21Z,kingkongalienjupiter,kingkongalienjupiter,IRL,565,7,Clash of war,en,en,,2017-06-17T08:21:34Z,2018-11-14T21:57:18Z,FALSE,FALSE
31241825424,,0,1080,30.960741,0,2018-11-14T21:51:31Z,BrusnikaM1,brusnikam1,Creative,289,6,_Ï_¥_Ð_Ó_£___Ê___Ó__Ç_¥ _Ù_¥_Ê_¥_Ò___Õ___Ê_Ç,ru,ru,,2017-02-06T21:43:37Z,2018-11-14T21:15:33Z,FALSE,FALSE
31241715808,,0,540,30,0,2018-11-14T21:41:16Z,modafoka32,modafoka32,IRL,263,23,jogando joguinhos,pt,pt-br,,2017-07-10T00:52:22Z,2018-11-14T21:11:59Z,FALSE,FALSE
31241715808,,0,540,30,0,2018-11-14T21:41:16Z,modafoka32,modafoka32,IRL,263,23,jogando joguinhos,pt,pt-br,,2017-07-10T00:52:22Z,2018-11-14T21:11:59Z,FALSE,FALSE
31241715808,,0,540,30,0,2018-11-14T21:41:16Z,modafoka32,modafoka32,IRL,263,23,jogando joguinhos,pt,pt-br,,2017-07-10T00:52:22Z,2018-11-14T21:11:59Z,FALSE,FALSE
31241711968,,0,720,29.979675,0,2018-11-14T21:40:55Z,TrevorOverman,trevoroverman,IRL,81,0,Multidimensional Tokenization & Machine Learning | Higher-dimensional Algebra,en,en,,2017-08-03T01:52:34Z,2018-11-12T10:57:23Z,FALSE,FALSE
31241711968,,0,720,29.979675,0,2018-11-14T21:40:55Z,TrevorOverman,trevoroverman,IRL,81,0,Multidimensional Tokenization & Machine Learning | Higher-dimensional Algebra,en,en,,2017-08-03T01:52:34Z,2018-11-12T10:57:23Z,FALSE,FALSE
31241711968,,0,720,29.979675,0,2018-11-14T21:40:55Z,TrevorOverman,trevoroverman,IRL,81,0,Multidimensional Tokenization & Machine Learning | Higher-dimensional Algebra,en,en,,2017-08-03T01:52:34Z,2018-11-12T10:57:23Z,FALSE,FALSE
31241715808,,0,540,30,0,2018-11-14T21:41:16Z,modafoka32,modafoka32,IRL,263,23,jogando joguinhos,pt,pt-br,,2017-07-10T00:52:22Z,2018-11-14T21:11:59Z,FALSE,FALSE
31241715808,,0,540,30,0,2018-11-14T21:41:16Z,modafoka32,modafoka32,IRL,263,23,jogando joguinhos,pt,pt-br,,2017-07-10T00:52:22Z,2018-11-14T21:11:59Z,FALSE,FALSE
31241715808,,0,540,30,0,2018-11-14T21:41:16Z,modafoka32,modafoka32,IRL,263,23,jogando joguinhos,pt,pt-br,,2017-07-10T00:52:22Z,2018-11-14T21:11:59Z,FALSE,FALSE
31241711968,,0,720,29.979675,0,2018-11-14T21:40:55Z,TrevorOverman,trevoroverman,IRL,81,0,Multidimensional Tokenization & Machine Learning | Higher-dimensional Algebra,en,en,,2017-08-03T01:52:34Z,2018-11-12T10:57:23Z,FALSE,FALSE
31241711968,,0,720,29.979675,0,2018-11-14T21:40:55Z,TrevorOverman,trevoroverman,IRL,81,0,Multidimensional Tokenization & Machine Learning | Higher-dimensional Algebra,en,en,,2017-08-03T01:52:34Z,2018-11-12T10:57:23Z,FALSE,FALSE
31241711968,,0,720,29.979675,0,2018-11-14T21:40:55Z,TrevorOverman,trevoroverman,IRL,81,0,Multidimensional Tokenization & Machine Learning | Higher-dimensional Algebra,en,en,,2017-08-03T01:52:34Z,2018-11-12T10:57:23Z,FALSE,FALSE
31241715808,,0,540,30,0,2018-11-14T21:41:16Z,modafoka32,modafoka32,IRL,263,23,jogando joguinhos,pt,pt-br,,2017-07-10T00:52:22Z,2018-11-14T21:11:59Z,FALSE,FALSE
31241715808,,0,540,30,0,2018-11-14T21:41:16Z,modafoka32,modafoka32,IRL,263,23,jogando joguinhos,pt,pt-br,,2017-07-10T00:52:22Z,2018-11-14T21:11:59Z,FALSE,FALSE
31241715808,,0,540,30,0,2018-11-14T21:41:16Z,modafoka32,modafoka32,IRL,263,23,jogando joguinhos,pt,pt-br,,2017-07-10T00:52:22Z,2018-11-14T21:11:59Z,FALSE,FALSE
31241711968,,0,720,29.979675,0,2018-11-14T21:40:55Z,TrevorOverman,trevoroverman,IRL,81,0,Multidimensional Tokenization & Machine Learning | Higher-dimensional Algebra,en,en,,2017-08-03T01:52:34Z,2018-11-12T10:57:23Z,FALSE,FALSE
31241711968,,0,720,29.979675,0,2018-11-14T21:40:55Z,TrevorOverman,trevoroverman,IRL,81,0,Multidimensional Tokenization & Machine Learning | Higher-dimensional Algebra,en,en,,2017-08-03T01:52:34Z,2018-11-12T10:57:23Z,FALSE,FALSE
31241711968,,0,720,29.979675,0,2018-11-14T21:40:55Z,TrevorOverman,trevoroverman,IRL,81,0,Multidimensional Tokenization & Machine Learning | Higher-dimensional Algebra,en,en,,2017-08-03T01:52:34Z,2018-11-12T10:57:23Z,FALSE,FALSE
31241627504,,0,720,30.211481,0,2018-11-14T21:33:20Z,sh1nku0okami,sh1nku0okami,IRL,3174,173,8 year anniversary,en,en,,2016-10-15T03:37:33Z,2018-11-14T21:33:14Z,FALSE,FALSE
31241565920,,0,1080,30.10537,0,2018-11-14T21:27:53Z,Mango_IRL,mango_irl,IRL,4877,239,_ÙÓ«SOVER_ÙÓ«,da,da,,2015-02-16T18:57:19Z,2018-11-14T21:19:42Z,FALSE,FALSE
31241507312,,0,360,30,0,2018-11-14T21:22:24Z,ComanderO25,comandero25,Creative,1484,33,30 Day OC Challenge Sleeping Cavin,en,en,,2015-03-18T01:44:04Z,2018-11-14T20:37:04Z,FALSE,FALSE
31241507312,,0,360,30,0,2018-11-14T21:22:24Z,ComanderO25,comandero25,Creative,1484,33,30 Day OC Challenge Sleeping Cavin,en,en,,2015-03-18T01:44:04Z,2018-11-14T20:37:04Z,FALSE,FALSE
31241507312,,0,360,30,0,2018-11-14T21:22:24Z,ComanderO25,comandero25,Creative,1484,33,30 Day OC Challenge Sleeping Cavin,en,en,,2015-03-18T01:44:04Z,2018-11-14T20:37:04Z,FALSE,FALSE
31241507312,,0,360,30,0,2018-11-14T21:22:24Z,ComanderO25,comandero25,Creative,1484,33,30 Day OC Challenge Sleeping Cavin,en,en,,2015-03-18T01:44:04Z,2018-11-14T20:37:04Z,FALSE,FALSE
31241438624,,0,1080,23.979591,0,2018-11-14T21:15:55Z,FMOUT,fmout,IRL,2459,7,"FMOUT ONLINE RADIO, JOIN, IT'S FUN HERE. / FMOUT ____Ý__ª_ _Ê__Ó_÷__, _Ù_Ê_÷_Á___¥_Ó_÷__ø_ª_Á_ø, _Ñ_Ó_¥_Á_Â _Õ_¥_Á_¥_Ý__.",ru,ru,,2018-08-16T08:41:51Z,2018-11-13T19:45:31Z,FALSE,FALSE
31241322816,,0,1080,60.007595,0,2018-11-14T21:05:32Z,shaltupsthediscodancer,shaltupsthediscodancer,IRL,490,3,shaltupsthediscodancer's mobile stream,en,en,,2016-04-13T00:04:18Z,2018-11-13T13:13:54Z,FALSE,FALSE
31241220016,,0,720,30,0,2018-11-14T20:56:58Z,usveteran2011,usveteran2011,IRL,228,8,usveteran2011's mobile stream,en,en,,2018-03-09T07:41:48Z,2018-11-13T21:58:36Z,FALSE,FALSE
31241188656,NBA 2K19,0,540,29.985008,0,2018-11-14T20:54:14Z,EhhTrxpz,ehhtrxpz,,168,41,Grinding To 93//Subscribe Or Follow To Play//Grind To 50 Follows :),en,en,,2018-08-10T22:38:32Z,2018-11-14T22:19:54Z,FALSE,FALSE
31241104560,,0,720,60,0,2018-11-14T20:46:32Z,AlexxxVendetta,alexxxvendetta,IRL,2764,636,_ÙÀ•ü StreifenhÌ¦rnchen 3 - Marvel Part#03 Serien !,de,de,,2012-03-24T16:59:57Z,2018-11-14T21:35:31Z,FALSE,FALSE
31241104560,,0,720,60,0,2018-11-14T20:46:32Z,AlexxxVendetta,alexxxvendetta,IRL,2764,636,_ÙÀ•ü StreifenhÌ¦rnchen 3 - Marvel Part#03 Serien !,de,de,,2012-03-24T16:59:57Z,2018-11-14T21:35:31Z,FALSE,FALSE
31241104560,,0,720,60,0,2018-11-14T20:46:32Z,AlexxxVendetta,alexxxvendetta,IRL,2764,636,_ÙÀ•ü StreifenhÌ¦rnchen 3 - Marvel Part#03 Serien !,de,de,,2012-03-24T16:59:57Z,2018-11-14T21:35:31Z,FALSE,FALSE
31241104560,,0,720,60,0,2018-11-14T20:46:32Z,AlexxxVendetta,alexxxvendetta,IRL,2764,636,_ÙÀ•ü StreifenhÌ¦rnchen 3 - Marvel Part#03 Serien !,de,de,,2012-03-24T16:59:57Z,2018-11-14T21:35:31Z,FALSE,FALSE
31241104560,,0,720,60,0,2018-11-14T20:46:32Z,AlexxxVendetta,alexxxvendetta,IRL,2764,636,_ÙÀ•ü StreifenhÌ¦rnchen 3 - Marvel Part#03 Serien !,de,de,,2012-03-24T16:59:57Z,2018-11-14T21:35:31Z,FALSE,FALSE
31241104560,,0,720,60,0,2018-11-14T20:46:32Z,AlexxxVendetta,alexxxvendetta,IRL,2764,636,_ÙÀ•ü StreifenhÌ¦rnchen 3 - Marvel Part#03 Serien !,de,de,,2012-03-24T16:59:57Z,2018-11-14T21:35:31Z,FALSE,FALSE
31241104560,,0,720,60,0,2018-11-14T20:46:32Z,AlexxxVendetta,alexxxvendetta,IRL,2764,636,_ÙÀ•ü StreifenhÌ¦rnchen 3 - Marvel Part#03 Serien !,de,de,,2012-03-24T16:59:57Z,2018-11-14T21:35:31Z,FALSE,FALSE
31241104560,,0,720,60,0,2018-11-14T20:46:32Z,AlexxxVendetta,alexxxvendetta,IRL,2764,636,_ÙÀ•ü StreifenhÌ¦rnchen 3 - Marvel Part#03 Serien !,de,de,,2012-03-24T16:59:57Z,2018-11-14T21:35:31Z,FALSE,FALSE
31241104560,,0,720,60,0,2018-11-14T20:46:32Z,AlexxxVendetta,alexxxvendetta,IRL,2764,636,_ÙÀ•ü StreifenhÌ¦rnchen 3 - Marvel Part#03 Serien !,de,de,,2012-03-24T16:59:57Z,2018-11-14T21:35:31Z,FALSE,FALSE
31241065952,,0,1080,60.0096,0,2018-11-14T20:43:04Z,fuliang,fuliang,Creative,264,9,“_«‘ª+“_Ô“ÑÉ+_µ‘¦Û+‘Éü¡Û‘_Â+“á¬‘øü “÷“Ü“÷ ’‘_ã ‘¡©“ Á ~W~,ko,ko,,2017-11-06T08:51:00Z,2018-11-14T20:11:35Z,FALSE,FALSE
31240853328,Call of Duty: Black Ops 4,0,576,60,0,2018-11-14T20:24:30Z,greedmonstar,greedmonstar,Magic: The Gathering,8,1,ARENA TIME,en,en,,2018-11-07T00:11:33Z,2018-11-14T21:24:03Z,FALSE,FALSE
31240853328,Call of Duty: Black Ops 4,0,576,60,0,2018-11-14T20:24:30Z,greedmonstar,greedmonstar,Magic: The Gathering,8,1,ARENA TIME,en,en,,2018-11-07T00:11:33Z,2018-11-14T21:24:03Z,FALSE,FALSE
31240853328,Call of Duty: Black Ops 4,0,576,60,0,2018-11-14T20:24:30Z,greedmonstar,greedmonstar,Magic: The Gathering,8,1,ARENA TIME,en,en,,2018-11-07T00:11:33Z,2018-11-14T21:24:03Z,FALSE,FALSE
31240849040,,0,720,60.03937,0,2018-11-14T20:24:06Z,GoDamuss,godamuss,Creative,316,3,"3ds max / maybe a gamesilent vids 4 copyrightsthey \claimed\"" my modeling videos",,,,,,,
